"2";"cs: čeština";"FIC: beletrie";"COL: kratší próza";"X: neuvedeno";"X: neuvedeno";"<s> Navíc se domnívá , že takto v samotě je  všem";"nejblíže";", zejména nemocným . </s><s> Myslí na nemocné , aby nezůstávali"
"2";"en: angličtina";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";", když se řítí k četě , která je  nám";"nejblíž";". </s>  <s> Jak běží , zaměří ho jedna ze závrtek a"
"2";"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"LIF: životní styl";"době na Slovensku nebyla herecká konzervatoř a Brno je  Bratislavě";"nejblíž";". </s>  <s> Ze začátku jsem jezdil domů každý víkend , pak"
"2";"de: němčina";"FIC: beletrie";"COL: kratší próza";"X: neuvedeno";"X: neuvedeno";"diktátorův čistič bot , “ tvrdí , „ je  diktátorovi";"nejblíž";". “ A čistič bot je mu opravdu nejblíž ;"
"2";"en: angličtina";"NFC: oborová literatura";"POP: populárně naučná literatura";"NAT: přírodní vědy";"PHY: fyzika";"jako galaxie v Andromedě , jež je nám z  galaxií";"nejblíže";", vypadá na noční obloze jako pouhá šmouha , téměř"
"2";"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"SSC: sociální vědy";"LAW: právo";"srozumitelnost právní řeči zejména v oborech , které jsou  lidem";"nejblíže";", jako je tomu v případě pracovního práva . </s><s> S"
"2";"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"SSC: sociální vědy";"PSY: psychologie";"a to na někom z těch , kdo jsou  mu";"nejblíže";"a kdo je mají rádi . </s><s> Budiž řečeno , že"
"2";"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"Sorokin , Viktor Pelevin , Pavel Pepperštejn - je  vám";"nejblíž";"? </s>  <s> Limonov je pro mě v první řadě velice nadaný"
"2";"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"ITD: interdisciplinární";"ITD: interdisciplinární";"sledování elektrických signálů v mozku , oni jsou teď  cíli";"nejblíže";". </s>  <s> Velice blízko . </s><s> Je asi načase říct , jakou"
"2";"en: angličtina";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"– je z něj výhled na oceán a je  mu";"nejblíž";"– , protože si o něj řekla přímo . </s><s> Musela"
"2";"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"SPO: sport";"<s> Víte , který reprezentantů je vám v tabulce nejlepších  střelců";"nejblíž";"? </s>  <s> „ Tak teď jste mě dostal , to v"
"2";"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"HUM: humanitní vědy";"PHI: filozofie, náboženství";"všeobecnou povinností pro všechny muslimy , kteří jsou napadeným  souvěrcům";"nejblíže";". </s>  <s> Svou povinnost mohou sousedé splnit osobně nebo poskytnutím finanční"
"2";"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";". </s><s> Oproti dalším nově vyrůstajícím čtvrtím je v podstatě  centru";"nejblíže";". </s>  <s> Roli hraje i to , že ta čtvrť prošla"
"2";"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"LIF: životní styl";"<s> Stačí í si jen vybrat , co je vašemu  srdci";"nejblíž";"ž - od září otevírají nové kurzy ! </s><s> Více info"
"2";"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"NAT: přírodní vědy";"MED: lékařství";". </s><s> Praktickým lékařům , kteří jsou pacientům ze všech  lékařů";"nejblíže";"a setkávají se s nimi opakovaně v dlouhých časových obdobích"
"2";"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"LIF: životní styl";"párová . </s><s> Tedy činnosti , které jsou mým tanečním  základům";"nejblíž";". </s>  <s> NEJTĚžŠÍ JE pRO mĚ : Začít zkoušet nové věci"
"2";"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"pražský magistrát , který má zákonodárnou iniciativu a je  problému";"nejblíže";"už tři roky . </s><s> Odpovědná je za to jak primátorka"
"2";"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"SSC: sociální vědy";"LAW: právo";"srozumitelnost právní řeči zejména v oborech , které jsou  lidem";"nejblíže";". </s>  <s> Jde například o pracovní právo . </s><s> „ S touto"
"2";"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"SPO: sport";"osobnosti … </s><s> Fotbalový fanoušek je ten , kdo je  pravdě";"nejblíže";". </s>  <s> Fotbalový fanoušek totiž nepotřebuje , aby pro něj někdo"
"2";"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"SCT: společenský život";"“ </s><s> JIŘÍ ŠTĚDROŇ </s><s> „ Určitě Evička Hrušková . </s><s> Je  mi";"nejblíže";", a když jsme točili , tak to bylo děťátko"
"2";"cs: čeština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"zem a kolik historických dynastií se tu vystřídalo ? </s>  <s> Pravdě";"nejblíže";"je tvrzení , že Tibet býval tu těsněji , tu"
"2";"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"na hřiště lékaře , pohotový Koné , který byl  incidentu";"nejblíže";", začal okamžitě pomáhat bezvládně ležícímu gólmanovi Bohemky . </s><s> Berkovcovi"
"2";"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"SPO: sport";"opavský stoper Jaroslav Svozil . </s><s> Právě on byl unikajícímu  protihráči";"nejblíže";", šanci zasáhnout ale neměl . </s><s> Vstřelenou brankou ale čtyřiadvacetiletý"
"2";"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"SPO: sport";"hrdiny . </s><s> Fotbalový fanoušek je ten , kdo je  pravdě";"nejblíže";". </s>  <s> Fotbalový fanoušek totiž nepotřebuje , aby pro něj někdo"
"2";"cs: čeština";"FIC: beletrie";"COL: kratší próza";"X: neuvedeno";"X: neuvedeno";"<s> Největší nebezpečí mu hrozí od těch , co jsou  mu";"nejblíže";". </s>  <s> Já se zároveň ale také trochu uklidňuju , že"
"2";"fr: francouzština";"NFC: oborová literatura";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"jeho život stejně na Kubě . </s><s> Jemu jsem z  nich";"nejblíž";". </s>  <s> Je to zajímavá postava , někdo , kdo nechtěl"
"2";"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";", kultury , podpory ochrany památek . </s><s> Politicky jsou  mi";"nejblíže";"Zelení . </s><s> Myslí dopředu , na více než jedno volební"
"2";"cs: čeština";"NFC: oborová literatura";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";", aby ji řešil lékař , který je postiženému  dítěti";"nejblíže";". </s>  <s> Tím nemusí být vždycky pediatr , ale lékař jakékoliv"
"2";"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";". </s><s> Roman Šperňák , redaktor MF DNES </s><s> Strakonice byly  výhře";"nejblíže";"v sezoně </s><s> Basketbal </s><s> Jen čtyři body chyběly ve víkendovém zápase"
"2";"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"HUM: humanitní vědy";"ART: umění, architektura";"iniciálek do vinět v rámci výzdobného systému je Padeřovské  bibli";"nejblíže";"Český Starý zákon z Klementina ( NK XVII A 34"
"2";"en: angličtina";"NFC: oborová literatura";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"úsměv a otevřela dveře do místnosti , která byla  zahradě";"nejblíže";". </s>  <s> Stěny byly sice staré a popraskané , ale velmi"
"2";"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"FTS: formální a technické vědy";"ICT: výpočetní technika";". </s><s> Přejdete vždy na edici , která je té  vaší";"nejblíže";". </s>  <s> Kdybyste náhodou vlastnili zařízení s Windows 7 Starter ,"
"2";"it: italština";"NFC: oborová literatura";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";", abychom dobře postupovali po cestě , která je  nám";"nejblíže";". </s>  <s> Dobře si zapiš do své mysli to , co"
"2";"ja: japonština";"FIC: beletrie";"COL: kratší próza";"X: neuvedeno";"X: neuvedeno";"trvalo třicet minut . </s><s> Ze stanice , která je  kavárně";"nejblíž";", skoro běžela . </s><s> Celá udýchaná vběhla dovnitř a obrátila"
"2";"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"přírodě na dosah a zároveň ji nenarušit . </s><s> Být  přírodě";"nejblíž";", beze stop . </s><s> Filozofie projektu propojila hideandseek se skupinou"
"2";"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"HUM: humanitní vědy";"LAN: filologie";"lze předpokládat , že to nejjednodušší vysvětlení bude asi  pravdě";"nejblíže";". </s>  <s> Peníze First Srandovní by ovšem bylo , kdyby se"
"2";"cs: čeština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"jak musej pro sebe zůstat důležitý , jak jsou  sobě";"nejblíž";", ale to je těžký , ona by se sestrama"
"2";"en: angličtina";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"nebo za něco , co je na tomto světě  bohu";"nejblíž";". </s>  <s> Teď stačilo natáhnout ruku a přelomit Magelorda vedví . </s>"
"2";"sv: švédština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"<s> Nebyl si jistý , jestli je tato stanice Västmannské  ulici";"nejblíž";", na to používal zelenou linku příliš málo , ale"
"2";"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"SPO: sport";"i v Jablonci . “ </s><s> Kdy jste osobně byl  gólu";"nejblíž";"? </s>  <s> „ Mrzí mě střela ve druhém poločase do břevna"
"2";"en: angličtina";"NFC: oborová literatura";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"dva řádky : </s><s> Nejlepší je to , co je  ti";"nejblíž";", vytvoř z toho dílo své , </s><s> napadlo mne ,"
"2";"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";", kteří jí byli v těžkých chvílích uplynulých pěti  měsíců";"nejblíž";". </s>  <s> Z jedné strany u ní seděli kouč Jiří Vaněk"
"2";"ru: ruština";"FIC: beletrie";"COL: kratší próza";"X: neuvedeno";"X: neuvedeno";"chlapa ? “ zeptal se kozák , co byl  kováři";"nejblíž";", svého souseda . </s><s> „ Jo tak vy ste mě"
"2";"cs: čeština";"NFC: oborová literatura";"POP: populárně naučná literatura";"HUM: humanitní vědy";"LAN: filologie";". </s><s> „ Přijde mi , že domácí násilí je  tomu";"nejblíž";". </s>  <s> Navíc jde o věc , o níž se na"
"2";"en: angličtina";"NFC: oborová literatura";"POP: populárně naučná literatura";"HUM: humanitní vědy";"PHI: filozofie, náboženství";"mezi sebou . </s><s> Ze všech zvířat byl prý lidským  bytostem";"nejblíž";"lední medvěd , přestože bylo snadné ho poznat v jeho"
"2";"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"na špičkové péči o finanční poradce , kteří jsou  klientům";"nejblíže";". </s>  <s> Páteří tohoto skvělého servisního modelu je jednoduchý , ale"
"2";"cs: čeština";"NFC: oborová literatura";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"komicích a humoru , která z výrazových poloh je  vám";"nejblíž";": ironie , satira , absurdita ? </s><s> Jak jsem řekl"
"2";"en: angličtina";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"a třeba by je všechny zabil . </s><s> Teď je  mu";"nejblíže";"po třech dnech plných hrůzy a bezmoci , které strávila"
"2";"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"INT: zajímavosti ze světa";"<s> Mars je čtvrtou planetou Sluneční soustavy . </s><s> Když je  Zemi";"nejblíže";", činí vzdálenost 54,6 milionů km . </s><s> Naopak nejdále od"
"2";"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";", “ podotkl kouč , jehož svěřenci byli zisku  setu";"nejblíž";"ve druhém dějství , kdy jim vycházel riskantní servis i"
"2";"en: angličtina";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"že obydlená je už ta soustava , která je  jim";"nejblíže";"! </s>  <s> Wen-ťie zírala na monitor . </s><s> Signál z vesmíru do"
"2";"en: angličtina";"NFC: oborová literatura";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";"MEM: memoáry, autobiografie";", uspořádám večeři pro deset lidí , kteří jsou  Estebanovi";"nejblíže";", a udělám s nimi rozhovor na kameru . </s><s> Dalších"
"2";"cs: čeština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"je mrtvá , i když nebyla , byl jsem  jí";"nejblíž";"za celé čtvrtstoletí . </s><s> Jako by se ve skladu ochladilo"
"2";"en: angličtina";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"vzduchu vylétly další hlavy . </s><s> Válečníci , kteří byli  nestvůře";"nejblíž";", ustupovali , zaskočeni touto nejnovější hrozbou . </s><s> Byli to"
"2";"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"Jurečka a Jiří Čunek . </s><s> Který z nich je  vám";"nejblíže";"a proč ? </s><s> Upřímně nemohu říci , že jeden je"
"2";"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"FTS: formální a technické vědy";"MAT: matematika";"zrak padl nejprve na to , co bylo tomuto  Bohu";"nejblíže";", tedy na to , co je nesmírně velké . </s>"
"2";"sv: švédština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"co chvíli docházelo k půtce , čí výpočet je  pravdě";"nejblíž";"; ale všichni se shodovali v mínění , že by"
"2";"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"NTW: celostátní tisk";"že v knize se uvádějí lidé , kteří jsou  mu";"nejblíže";". </s>  <s> Kde se vlastně nejdrsnější muž planety , jehož tep"
"2";"en: angličtina";"NFC: oborová literatura";"POP: populárně naučná literatura";"HUM: humanitní vědy";"HIS: historie, biografie";"Chrám za pozemské místo , kde může být člověk  Hospodinovi";"nejblíže";". </s>  <s> I biblické hebrejské slovo pro zápalné oběti praktikované při"
"2";"es: španělština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"<s> Všechny pohledy se soustředily na apoštola , který stál  Mistrovi";"nejblíže";", na Jidáše Iškariotského , k němuž Mistr vztáhl ruku"
"2";"cs: čeština";"NFC: oborová literatura";"PRO: profesní literatura";"NAT: přírodní vědy";"GEO: geografie, geologie";"poloostrově , jenž se tím z evropských zemí ocitl  Arabům";"nejblíže";", trvaly tehdy vnitřní rozbroje o vládu v zemi a"
"2";"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"MIX: společnost";"něj prošla juniorskými lety , snad právě proto je  mi";"nejblíž";". </s>  <s> Roger Federer je legenda , je úžasný na koukání"
"2";"cs: čeština";"NMG: publicistika";"NEW: tradiční publicistika";"X: neuvedeno";"REG: regionální tisk";"určí se pořadí podle toho , kdo byl tomuto  počtu";"nejblíže";". </s>  <s> Pokud by se daní soutěžící přiblížili skutečnému počtu gólů"
"2";"en: angličtina";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"světelné roky odsud — ke hvězdě , která je  nám";"nejblíže";". “ </s><s> To Wanga překvapilo . </s><s> „ Čtyři světelné roky"
"2";"cs: čeština";"NFC: oborová literatura";"SCI: odborná literatura";"HUM: humanitní vědy";"LAN: filologie";"předchozích je poněkud paradoxně , zejména svou lyrikou ,  Máchovi";"nejblíže";"J . Zeyer , zejména svou básní Země ( z"
"2";"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"INT: zajímavosti ze světa";"odtržené od reality . </s><s> Ale kdo byl nejlepší nebo  mně";"nejblíž";", to ze mě nedostanete ( smích ) . </s><s> „"
"2";"cs: čeština";"FIC: beletrie";"NOV: próza";"X: neuvedeno";"X: neuvedeno";"nenápadnej . </s><s> Lidi si nehledí těch , co jsou  jim";"nejblíž";". </s>  <s> Co jinýho já v životě zažila ? </s><s> Chlapa ,"
"2";"cs: čeština";"NMG: publicistika";"LEI: volnočasová publicistika";"X: neuvedeno";"LIF: životní styl";"Z VOJENSKÉHO STŘIHU . </s><s> A MODERNÍ PĚTIBOJ JE VOJENSKÉ  TRADICI";"NEJBLÍŽ";". </s>  <s> ROZHOVOR SE ZELENOU GUMOU ALE NEČEKEJTE ... </s><s> Od mnoha"
